0.312243	0.58034	0	0	1477010443000000
0.779913	0.722413	6.65259	1.97674	1477010443050000
1.19545	0.535063	10.3167	-0.0105177	1477010443100000
1.03211	0.563929	4.61321	2.6006	1477010443150000
1.35877	0.703667	4.975	2.20633	1477010443200000
1.71966	0.648446	5.39616	1.08095	1477010443250000
2.03462	0.698956	5.51682	0.946256	1477010443300000
2.27665	0.698632	5.29901	0.729449	1477010443350000
2.56596	0.724785	5.35238	0.647881	1477010443400000
2.8481	0.709108	5.33672	0.419564	1477010443450000
3.09645	0.716524	5.30674	0.385493	1477010443500000
3.39229	0.644275	5.33376	0.00783763	1477010443550000
3.70716	0.578325	5.43076	-0.26584	1477010443600000
3.98896	0.594126	5.47848	-0.161551	1477010443650000
4.27109	0.583745	5.49282	-0.172863	1477010443700000
4.5282	0.601625	5.34028	-0.0921347	1477010443750000
4.71591	0.675072	5.19702	0.191231	1477010443800000
4.96798	0.671294	5.04539	0.130769	1477010443850000
5.27045	0.666184	5.13521	0.0820324	1477010443900000
5.53204	0.67154	5.27133	0.0994464	1477010443950000
5.83254	0.682266	5.33644	0.110531	1477010444000000
6.07232	0.624862	5.13026	-0.097992	1477010444050000
6.32649	0.71538	5.11591	0.194783	1477010444100000
6.57681	0.744203	5.06476	0.249697	1477010444150000
6.82284	0.744436	5.05309	0.214011	1477010444200000
7.06415	0.730171	4.8782	0.12461	1477010444250000
7.27681	0.808519	4.81424	0.342227	1477010444300000
7.57715	0.822484	5.15903	0.350038	1477010444350000
7.83225	0.801356	5.15813	0.237829	1477010444400000
8.08009	0.818376	4.97765	0.238273	1477010444450000
8.3156	0.834994	4.95297	0.253549	1477010444500000
8.58966	0.92518	5.23507	0.498549	1477010444550000
8.83257	0.985378	5.19765	0.601561	1477010444600000
9.12498	1.02382	5.2447	0.620209	1477010444650000
9.36589	1.05535	5.20593	0.624352	1477010444700000
9.64723	1.12928	5.25582	0.745225	1477010444750000
9.9269	1.26203	5.2754	1.01115	1477010444800000
10.1723	1.34414	5.01771	1.07333	1477010444850000
10.3932	1.4237	4.95965	1.14951	1477010444900000
10.6232	1.49403	4.72569	1.15921	1477010444950000
10.841	1.51955	4.69687	1.07223	1477010445000000
11.1124	1.56198	4.88905	1.05382	1477010445050000
11.3948	1.60813	4.95939	1.03039	1477010445100000
11.6263	1.64921	4.86316	0.993818	1477010445150000
11.853	1.71884	4.83032	1.05068	1477010445200000
12.1137	1.80258	4.99073	1.15404	1477010445250000
12.3589	1.83318	4.98675	1.08066	1477010445300000
12.6185	1.8819	5.09365	1.07794	1477010445350000
12.819	2.03381	4.98023	1.35171	1477010445400000
13.0899	2.14095	5.12905	1.47647	1477010445450000
13.2968	2.29544	5.02548	1.70186	1477010445500000
13.4717	2.42145	4.61151	1.7769	1477010445550000
13.7205	2.54837	4.63803	1.87673	1477010445600000
13.9416	2.6467	4.58113	1.88359	1477010445650000
14.1694	2.81494	4.5643	2.08247	1477010445700000
14.423	2.92158	4.73886	2.11207	1477010445750000
14.6314	2.99059	4.69396	2.01926	1477010445800000
14.8655	3.13917	4.73838	2.16036	1477010445850000
15.0776	3.34855	4.6712	2.43489	1477010445900000
15.2903	3.4953	4.46156	2.46692	1477010445950000
15.5049	3.69765	4.42786	2.67816	1477010446000000
15.7189	3.80916	4.36549	2.60561	1477010446050000
15.9409	3.96052	4.36739	2.66055	1477010446100000
16.1413	4.09001	4.15297	2.60678	1477010446150000
16.3334	4.30595	4.10266	2.83538	1477010446200000
16.549	4.4497	4.12795	2.84016	1477010446250000
16.7239	4.63127	4.05859	2.95054	1477010446300000
16.8852	4.77533	3.68425	2.86305	1477010446350000
17.0383	5.03284	3.59492	3.16884	1477010446400000
17.2166	5.16762	3.55428	3.0924	1477010446450000
17.368	5.37136	3.49074	3.22618	1477010446500000
17.5342	5.49819	3.40002	3.10924	1477010446550000
17.721	5.63739	3.43654	3.06318	1477010446600000
17.8763	5.79302	3.2741	3.03	1477010446650000
18.0402	6.02235	3.25112	3.23162	1477010446700000
18.1993	6.2038	3.22177	3.27875	1477010446750000
18.3123	6.48712	3.09375	3.59856	1477010446800000
18.4527	6.67218	2.97101	3.5805	1477010446850000
18.597	6.82205	2.97232	3.5067	1477010446900000
18.7541	7.0081	3.0187	3.54534	1477010446950000
18.9508	7.16595	3.11286	3.48382	1477010447000000
19.0517	7.32431	2.78808	3.36875	1477010447050000
19.1267	7.64476	2.61353	3.77401	1477010447100000
19.256	7.82717	2.59334	3.74981	1477010447150000
19.3266	8.07721	2.45746	3.92479	1477010447200000
19.4313	8.26782	2.42319	3.91533	1477010447250000
19.5252	8.42481	2.38419	3.82498	1477010447300000
19.6283	8.59919	2.2416	3.73347	1477010447350000
19.784	8.80018	2.32141	3.75705	1477010447400000
19.8703	8.98881	2.10995	3.69708	1477010447450000
19.9867	9.25945	2.09964	3.90958	1477010447500000
20.0468	9.44354	1.81269	3.7961	1477010447550000
20.116	9.72942	1.73407	4.04299	1477010447600000
20.1788	9.97366	1.68203	4.16329	1477010447650000
20.2153	10.2923	1.54494	4.45276	1477010447700000
20.2423	10.4975	1.23881	4.31152	1477010447750000
20.2892	10.8105	1.16947	4.55694	1477010447800000
20.3167	11.0629	1.0362	4.59459	1477010447850000
20.3517	11.3171	0.992013	4.66018	1477010447900000
20.3157	11.524	0.482818	4.42145	1477010447950000
20.3799	11.784	0.547429	4.50323	1477010448000000
20.402	12.0137	0.624311	4.571	1477010448050000
20.3823	12.3395	0.478592	4.82405	1477010448100000
20.3498	12.5387	0.0702286	4.54224	1477010448150000
20.3727	12.7924	0.0983808	4.59976	1477010448200000
20.3738	12.9917	-0.0236085	4.44145	1477010448250000
20.3361	13.2185	-0.101235	4.46544	1477010448300000
20.3049	13.4311	-0.222161	4.40031	1477010448350000
20.2744	13.7255	-0.295944	4.58466	1477010448400000
20.2336	13.9202	-0.522724	4.37683	1477010448450000
20.1644	14.2126	-0.64647	4.56644	1477010448500000
20.0995	14.4195	-0.825028	4.43828	1477010448550000
19.9753	14.7151	-1.03407	4.64124	1477010448600000
19.9121	14.9131	-1.11073	4.51119	1477010448650000
19.8898	15.1404	-1.04088	4.50354	1477010448700000
19.7869	15.3071	-1.56158	4.03273	1477010448750000
19.7554	15.4988	-1.45735	3.99284	1477010448800000
19.6769	15.6753	-1.51809	3.89139	1477010448850000
19.5519	15.9276	-1.6509	4.04278	1477010448900000
19.4541	16.1189	-1.70255	4.0032	1477010448950000
19.3403	16.3204	-1.76513	4.0167	1477010449000000
19.2342	16.4925	-1.94929	3.81589	1477010449050000
19.0825	16.7456	-2.0972	3.97799	1477010449100000
18.9411	16.9146	-2.49392	3.61829	1477010449150000
18.7273	17.2041	-2.742	3.89703	1477010449200000
18.607	17.4091	-2.5967	4.02298	1477010449250000
18.3807	17.6389	-2.82449	4.12262	1477010449300000
18.2306	17.8257	-2.88367	4.03279	1477010449350000
18.1187	18.0178	-2.80667	3.99981	1477010449400000
17.9495	18.1546	-3.09414	3.60283	1477010449450000
17.8395	18.2895	-2.9714	3.48679	1477010449500000
17.713	18.4525	-3.0034	3.35798	1477010449550000
17.5009	18.6647	-3.16491	3.47785	1477010449600000
17.3278	18.7884	-3.34199	3.18342	1477010449650000
17.1726	18.9293	-3.30586	3.13907	1477010449700000
17.0033	19.0909	-3.40074	3.05453	1477010449750000
16.7784	19.224	-3.51651	3.03143	1477010449800000
16.5839	19.3716	-3.69683	2.86265	1477010449850000
16.3367	19.561	-3.86279	2.98451	1477010449900000
16.1181	19.6309	-4.04662	2.61524	1477010449950000
15.9056	19.7884	-4.08321	2.67592	1477010450000000
15.7096	19.9051	-4.05179	2.64074	1477010450050000
15.4669	20.0824	-4.16766	2.75065	1477010450100000
15.2356	20.2271	-4.32841	2.63299	1477010450150000
15.068	20.3574	-4.21264	2.61351	1477010450200000
14.8319	20.434	-4.39411	2.29849	1477010450250000
14.6229	20.5572	-4.37261	2.31217	1477010450300000
14.3759	20.6431	-4.57577	2.03817	1477010450350000
14.1331	20.7195	-4.59716	1.98985	1477010450400000
13.8879	20.7883	-4.74527	1.73603	1477010450450000
13.6069	20.8603	-4.84366	1.71965	1477010450500000
13.3544	20.8876	-5.01125	1.32447	1477010450550000
13.1184	20.9251	-4.96301	1.26137	1477010450600000
12.8761	20.981	-5.01031	1.13469	1477010450650000
12.7073	21.0164	-4.80194	1.06655	1477010450700000
12.4374	21.0573	-4.96717	0.880675	1477010450750000
12.194	21.1015	-4.95498	0.879411	1477010450800000
11.9471	21.1172	-5.04676	0.625967	1477010450850000
11.7188	21.0886	-4.96158	0.498837	1477010450900000
11.4596	21.0721	-5.05457	0.259209	1477010450950000
11.2631	21.0662	-4.90757	0.205639	1477010451000000
10.9915	21.0264	-5.03598	-0.0541048	1477010451050000
10.8022	20.9889	-4.86637	-0.140381	1477010451100000
10.5283	20.9891	-4.94686	-0.117187	1477010451150000
10.227	21.0385	-5.10401	0.00646886	1477010451200000
9.96656	21.0198	-5.19367	-0.21526	1477010451250000
9.81359	20.9768	-4.91308	-0.30563	1477010451300000
9.56348	20.9643	-4.93094	-0.311255	1477010451350000
9.40387	20.9147	-4.69864	-0.399116	1477010451400000
9.17363	20.8682	-4.76717	-0.668049	1477010451450000
8.85169	20.8521	-4.98505	-0.614188	1477010451500000
8.62684	20.7696	-4.97491	-0.904722	1477010451550000
8.34068	20.6905	-5.05749	-0.961292	1477010451600000
8.0878	20.6121	-5.10848	-1.18624	1477010451650000
7.86032	20.529	-5.02855	-1.23777	1477010451700000
7.62327	20.4447	-5.06275	-1.509	1477010451750000
7.29758	20.3877	-5.25533	-1.45902	1477010451800000
7.03378	20.2945	-5.27732	-1.57774	1477010451850000
6.78913	20.2069	-5.22485	-1.59776	1477010451900000
6.53733	20.1168	-5.22287	-1.70483	1477010451950000
6.32012	20.0208	-5.10558	-1.73254	1477010452000000
6.08224	19.9275	-5.09767	-1.88837	1477010452050000
5.84039	19.8305	-5.06298	-1.89519	1477010452100000
5.57331	19.6879	-5.14956	-2.22596	1477010452150000
5.45943	19.5545	-4.76822	-2.28764	1477010452200000
5.24124	19.4044	-4.73643	-2.48589	1477010452250000
5.05935	19.2989	-4.5982	-2.45852	1477010452300000
4.86416	19.1842	-4.51019	-2.4563	1477010452350000
4.74023	19.0346	-4.23638	-2.51897	1477010452400000
4.5075	18.8822	-4.33213	-2.77465	1477010452450000
4.35511	18.7503	-4.16537	-2.7699	1477010452500000
4.16562	18.6054	-4.11563	-2.79455	1477010452550000
4.07642	18.4544	-3.80575	-2.82858	1477010452600000
3.86669	18.2787	-3.92515	-3.26774	1477010452650000
3.58627	18.1332	-4.15164	-3.22552	1477010452700000
3.41332	17.9828	-4.04884	-3.13761	1477010452750000
3.18064	17.8165	-4.12673	-3.15242	1477010452800000
2.96287	17.6325	-4.18913	-3.44223	1477010452850000
2.81549	17.5128	-4.03525	-3.35059	1477010452900000
2.64111	17.2966	-3.98661	-3.70031	1477010452950000
2.48634	17.1038	-3.86633	-3.71667	1477010453000000
2.30341	16.9383	-3.82449	-3.5355	1477010453050000
2.16543	16.7695	-3.68375	-3.52292	1477010453100000
1.96243	16.5702	-3.73044	-3.56204	1477010453150000
1.82685	16.3426	-3.5855	-3.65312	1477010453200000
1.65212	16.1641	-3.5742	-3.64979	1477010453250000
1.46132	15.999	-3.6094	-3.61819	1477010453300000
1.30143	15.7641	-3.56432	-4.0057	1477010453350000
1.14882	15.541	-3.49222	-4.04671	1477010453400000
0.967038	15.3457	-3.51318	-4.04296	1477010453450000
0.766079	15.1222	-3.5786	-4.08207	1477010453500000
0.609213	14.9404	-3.51931	-3.97811	1477010453550000
0.551238	14.734	-3.20003	-3.98515	1477010453600000
0.414873	14.4879	-3.13356	-4.30526	1477010453650000
0.256425	14.2614	-3.13724	-4.32564	1477010453700000
0.0981452	14.0033	-3.13535	-4.66413	1477010453750000
0.140408	13.7582	-2.59525	-4.66967	1477010453800000
0.0157517	13.5115	-2.57885	-4.81817	1477010453850000
-0.142673	13.2726	-2.65903	-4.81693	1477010453900000
-0.278724	13.0533	-2.67299	-4.66334	1477010453950000
-0.236626	12.8422	-2.19658	-4.6061	1477010454000000
-0.374087	12.6129	-2.27611	-4.52003	1477010454050000
-0.483844	12.3832	-2.26487	-4.52627	1477010454100000
-0.623884	12.1699	-2.33845	-4.52221	1477010454150000
-0.679861	11.9615	-2.17276	-4.48276	1477010454200000
-0.826529	11.7251	-2.27369	-4.56169	1477010454250000
-1.02865	11.4767	-2.51513	-4.61106	1477010454300000
-1.13692	11.2481	-2.478	-4.51086	1477010454350000
-1.30909	11.0226	-2.60998	-4.52011	1477010454400000
-1.41225	10.7686	-2.49878	-4.80473	1477010454450000
-1.52582	10.5116	-2.46849	-4.8326	1477010454500000
-1.63769	10.2399	-2.4134	-5.02303	1477010454550000
-1.69915	10.0356	-2.24831	-4.92104	1477010454600000
-1.78888	9.80475	-2.19069	-4.85513	1477010454650000
-1.83395	9.59459	-2.01143	-4.77595	1477010454700000
-1.96315	9.33192	-2.06074	-4.97145	1477010454750000
-2.03596	9.0353	-1.9823	-5.05079	1477010454800000
-2.11477	8.8146	-1.94477	-4.89995	1477010454850000
-2.20145	8.56637	-1.91619	-4.90221	1477010454900000
-2.34404	8.30107	-2.037	-4.99643	1477010454950000
-2.36493	8.08168	-1.81073	-4.90707	1477010455000000
-2.412	7.87557	-1.67824	-4.83119	1477010455050000
-2.53031	7.62253	-1.77434	-4.86813	1477010455100000
-2.69591	7.37982	-2.03357	-4.77771	1477010455150000
-2.80264	7.12659	-2.05018	-4.80789	1477010455200000
-2.85877	6.89363	-1.8573	-4.91011	1477010455250000
-2.87545	6.70383	-1.63862	-4.75712	1477010455300000
-2.91423	6.4941	-1.56688	-4.56802	1477010455350000
-2.96877	6.26481	-1.50289	-4.55565	1477010455400000
-3.10022	6.005	-1.61771	-4.74212	1477010455450000
-3.19659	5.72047	-1.6726	-4.84887	1477010455500000
-3.3037	5.4697	-1.80374	-4.77957	1477010455550000
-3.41224	5.20207	-1.86097	-4.85347	1477010455600000
-3.47819	4.9557	-1.72344	-4.93122	1477010455650000
-3.60929	4.65975	-1.85522	-5.07653	1477010455700000
-3.71294	4.40444	-1.97192	-4.99115	1477010455750000
-3.86219	4.118	-2.11053	-5.121	1477010455800000
-3.93617	3.8823	-1.92758	-5.13282	1477010455850000
-3.99302	3.66446	-1.82073	-5.00033	1477010455900000
-4.07521	3.47932	-1.86004	-4.76386	1477010455950000
-4.16604	3.23685	-1.85635	-4.77298	1477010456000000
-4.28359	2.97598	-1.98109	-4.81461	1477010456050000
-4.38066	2.69187	-1.9888	-4.93028	1477010456100000
-4.46583	2.44446	-1.90564	-4.94615	1477010456150000
-4.57397	2.16844	-1.93858	-5.03929	1477010456200000
-4.67443	1.9468	-2.12796	-4.88541	1477010456250000
-4.79985	1.65669	-2.17058	-5.03719	1477010456300000
-4.92129	1.40601	-2.25805	-5.0278	1477010456350000
-4.97281	1.19508	-2.14013	-4.85954	1477010456400000
-5.0638	0.996561	-2.07023	-4.71838	1477010456450000
-5.11697	0.779917	-1.97772	-4.62763	1477010456500000
-5.21987	0.453192	-2.06723	-4.9207	1477010456550000
-5.29137	0.220292	-2.01086	-4.86364	1477010456600000
-5.40003	-0.0707356	-1.89549	-5.01293	1477010456650000
-5.46466	-0.29409	-1.849	-4.91678	1477010456700000
-5.58214	-0.456138	-2.01186	-4.67257	1477010456750000
-5.71615	-0.618803	-2.10426	-4.45973	1477010456800000
-5.83243	-0.845845	-2.35379	-4.51217	1477010456850000
-5.93231	-1.12903	-2.29457	-4.68658	1477010456900000
-6.02054	-1.41053	-2.21683	-4.82731	1477010456950000
-6.161	-1.60598	-2.29589	-4.69019	1477010457000000
-6.3026	-1.85563	-2.58518	-4.81201	1477010457050000
-6.41376	-2.11211	-2.54189	-4.85969	1477010457100000
-6.5662	-2.30313	-2.55371	-4.68013	1477010457150000
-6.71691	-2.50531	-2.61701	-4.58606	1477010457200000
-6.87325	-2.71831	-2.71537	-4.55136	1477010457250000
-6.96028	-3.00402	-2.58603	-4.72338	1477010457300000
-7.08715	-3.23029	-2.53742	-4.67262	1477010457350000
-7.20935	-3.41129	-2.55898	-4.52987	1477010457400000
-7.35178	-3.67648	-2.59307	-4.64564	1477010457450000
-7.51362	-3.78437	-2.73021	-4.30328	1477010457500000
-7.65734	-3.99928	-2.8266	-4.34455	1477010457550000
-7.80914	-4.23439	-2.83774	-4.38877	1477010457600000
-7.95641	-4.46277	-2.85167	-4.41529	1477010457650000
-8.11602	-4.70747	-2.87319	-4.4722	1477010457700000
-8.25171	-4.9112	-2.72175	-4.33326	1477010457750000
-8.37845	-5.1258	-2.70357	-4.33113	1477010457800000
-8.52475	-5.28656	-2.70267	-4.14831	1477010457850000
-8.71379	-5.47808	-2.82374	-4.08908	1477010457900000
-8.87036	-5.68267	-2.88964	-4.10568	1477010457950000
-9.02704	-5.86063	-2.92961	-4.03273	1477010458000000
-9.16381	-6.01322	-2.88345	-3.87776	1477010458050000
-9.34467	-6.09198	-3.02004	-3.57764	1477010458100000
-9.52065	-6.28219	-3.13729	-3.6434	1477010458150000
-9.65637	-6.49817	-3.07621	-3.73537	1477010458200000
